Facility Name,CMS Certification Number (CCN),Alternate CCN,Address,City,State,Zip Code,Network,Measure Name,Mineral Metabolism Measure Score,Mineral Metabolism Reason for No Score (See Footnotes File),State Average Mineral Metabolism Measure Score,National Average Mineral Metabolism Measure Score
INDEPENDENT NEPHROLOGY SERVICES IREDELL COUNTY,342656,-,124 PROFESSIONAL PARK DRIVE SUITE B,MOORESVILLE,NC,28117,6,MINERAL METABOLISM,No Score,1,9,9
INS STATESVILLE,342657,-,2603 DAVIE AVENUE,STATESVILLE,NC,28625,6,MINERAL METABOLISM,9,-,9,9
FRESENIUS MEDICAL CARE APEX,342658,-,1000 AMERICAN WAY,APEX,NC,27502,6,MINERAL METABOLISM,10,-,9,9
WALLACE DIALYSIS,342659,-,5650 S OLD NC 41 HWY,WALLACE,NC,28466,6,MINERAL METABOLISM,10,-,9,9
MAYLAND DIALYSIS CENTER,342660,-,575 ALTAPASS HWY,SPRUCE PINE,NC,28777,6,MINERAL METABOLISM,10,-,9,9
"DIALYSIS CLINIC, INC",342661,-,108 CREEKSIDE DR,SHELBY,NC,28150,6,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE ST PAULS,342662,-,153 EAST MCLEAN ST,ST PAULS,NC,28358,6,MINERAL METABOLISM,10,-,9,9
NORTH CHARLOTTE,342663,-,6620 OLD STATESVILLE ROAD,CHARLOTTE,NC,28269,6,MINERAL METABOLISM,7,-,9,9
FRESENIUS MEDICAL CARE SCOTLAND COUNTY DIALYSIS,342664,-,1061 ABERDEEN ROAD,LAURINBURG,NC,28353,6,MINERAL METABOLISM,6,-,9,9
YADKIN DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342665,-,225 WASHINGTON STREET,YADKINVILLE,NC,27055,6,MINERAL METABOLISM,8,-,9,9
MARSHVILLE DIALYSIS CENTER,342666,-,7260 E MARSHVILLE BLVD,MARSHVILLE,NC,28103,6,MINERAL METABOLISM,9,-,9,9
MILLER STREET DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342667,-,120 MILLER ST,WINSTON SALEM,NC,27103,6,MINERAL METABOLISM,10,-,9,9
SOUTHPORT DIALYSIS CENTER,342669,-,1513 N HOWE ST STE # 15,SOUTHPORT,NC,28461,6,MINERAL METABOLISM,8,-,9,9
HARRISBURG DIALYSIS CENTER,342670,-,3310 PERRY ST,CONCORD,NC,28027,6,MINERAL METABOLISM,6,-,9,9
BMA SOUTH GASTON DIALYSIS,342671,-,710 WEST HUDSON BLVD.,GASTONIA,NC,28052,6,MINERAL METABOLISM,10,-,9,9
FMC EASTERN WAKE,342672,-,670 GRANITE VISTA DRIVE,ROLESVILLE,NC,27571,6,MINERAL METABOLISM,9,-,9,9
FRESENIUS MEDICAL CARE OF ANSON COUNTY,342673,-,2349 US HWY 74 WEST,WADESBORO,NC,28170,6,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE WATAUGA COUNTY,342674,-,2640 NC HWY. 105,BOONE,NC,28607,6,MINERAL METABOLISM,10,-,9,9
WAKE FOREST DIALYSIS CENTER,342675,-,11001 INGLESIDE PLACE,RALEIGH,NC,27614,6,MINERAL METABOLISM,10,-,9,9
DCI SOUTH SHELBY,342676,-,1530 SOUTH LAFAYETTE STREET,SHELBY,NC,28152,6,MINERAL METABOLISM,10,-,9,9
DAVIE KIDNEY CENTER OF WAKE FOREST UNIVERSITY,342677,-,190 INTERSTATE DRIVE,MOCKSVILLE,NC,27028,6,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE STALLINGS STATION,342678,-,5420 BARBER MILL ROAD,CLAYTON,NC,27520,6,MINERAL METABOLISM,10,-,9,9
CARTHAGE DIALYSIS,342679,-,165 SAVANNAH GARDEN DR,CARTHAGE,NC,28327,6,MINERAL METABOLISM,10,-,9,9
FMS SOUTH DURHAM DIALYSIS CENTER,342680,-,3516 TRICENTER BLVD,DURHAM,NC,27713,6,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE MATTHEWS,342681,-,910 PARK CENTER DRIVE,MATTHEWS,NC,28105,6,MINERAL METABOLISM,6,-,9,9
FMC PEMBROKE,342682,-,1327 HARRY WEST LANE,PEMBROKE,NC,28372,6,MINERAL METABOLISM,9,-,9,9
SOUTHPOINT DIALYSIS,342683,-,415 W NC HIGHWAY 54,DURHAM,NC,27713,6,MINERAL METABOLISM,9,-,9,9
FRESENIUS MEDICAL CARE CENTRAL RALEIGH,342684,-,802 SEMART DRIVE,RALEIGH,NC,27604,6,MINERAL METABOLISM,7,-,9,9
CAPE FEAR DIALYSIS,342685,-,3005 ENTERPRISE DRIVE,WILMINGTON,NC,28405,6,MINERAL METABOLISM,10,-,9,9
NORTH BURLINGTON DIALYSIS,342686,-,2019 NORTH CHURCH STREET,BURLINGTON,NC,27217,6,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE OF ALEXANDER COUNTY,342687,-,175 COMMERCE DRIVE,TAYLORSVILLE,NC,28681,6,MINERAL METABOLISM,10,-,9,9
FMC ROSEBORO DIALYSIS,342688,-,100 EAST PLEASANT ST,ROSEBORO,NC,28382,6,MINERAL METABOLISM,8,-,9,9
FMC BRUNSWICK COUNTY,342689,-,98 STONE CHIMNEY ROAD SE,SUPPLY,NC,28462,6,MINERAL METABOLISM,7,-,9,9
SANDHILLS DIALYSIS,342690,-,809 S. LONG DRIVE,ROCKINGHAM,NC,28379,6,MINERAL METABOLISM,10,-,9,9
CAROLINA DIALYSIS OF MEBANE,342691,-,1410 SOUTH 3RD STREET,MEBANE,NC,27302,6,MINERAL METABOLISM,9,-,9,9
"DVA HEALTHCARE RENAL CARE, INC.",342692,-,11308 HAWTHORNE DR,CHARLOTTE,NC,28227,6,MINERAL METABOLISM,10,-,9,9
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342693,-,102 COLLEGE STATION DRIVE,BREVARD,NC,28712,6,MINERAL METABOLISM,8,-,9,9
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342694,-,301 S. RALEIGH STREET,ANGIER,NC,27501,6,MINERAL METABOLISM,10,-,9,9
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342695,-,10 MCDOWELL STREET SUITE 110,ASHEVILLE,NC,28801,6,MINERAL METABOLISM,9,-,9,9
TOTAL RENAL CARE OF NORTH CAROLINA LLC,342696,-,80 WESTGATE PLACE,FRANKLIN,NC,28734,6,MINERAL METABOLISM,10,-,9,9
"CAROLINA DIALYSIS, LLC",342697,-,115 WILSON ROAD,SANFORD,NC,27332,6,MINERAL METABOLISM,9,-,9,9
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342698,-,11016 RED SPRINGS ROAD,RED SPRINGS,NC,28377,6,MINERAL METABOLISM,10,-,9,9
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342699,-,1899 TATE BLVD SE SUITE 2102,HICKORY,NC,28602,6,MINERAL METABOLISM,9,-,9,9
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342700,-,111 YOPP ROAD,JACKSONVILLE,NC,28540,6,MINERAL METABOLISM,9,-,9,9
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342701,-,290 H.M. CAGLE DRIVE,CAMERON,NC,28326,6,MINERAL METABOLISM,10,-,9,9
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342702,-,1165 CEDAR POINT BOULEVARD,SWANSBORO,NC,28584,6,MINERAL METABOLISM,9,-,9,9
SURF CITY DIALYSIS,342703,-,22807 US HIGHWAY 17 N,HAMPSTEAD,NC,28443,6,MINERAL METABOLISM,8,-,9,9
KERR LAKE DIALYSIS,342704,-,1274 RUIN CREEK ROAD,HENDERSON,NC,27537,6,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE NORTHERN WAKE,342705,-,2700 LEIGHTON RIDGE DRIVE,WAKE FOREST,NC,27587,6,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE FARMVILLE,342706,-,4302 S. MAIN STREET,FARMVILLE,NC,27828,6,MINERAL METABOLISM,8,-,9,9
HUNTERSVILLE DIALYSIS,342707,-,9622 KINCEY AVE,HUNTERSVILLE,NC,28078,6,MINERAL METABOLISM,10,-,9,9
ALBERMARLE DIALYSIS,342708,-,101 DAVITA LANE,ELIZABETH CITY,NC,27909,6,MINERAL METABOLISM,6,-,9,9
ALAMANCE COUNTY DIALYSIS,342709,-,829 S MAIN ST,GRAHAM,NC,27253,6,MINERAL METABOLISM,9,-,9,9
FMC SOUTH ROCKY MOUNT,342710,-,1676 SOUTH WESLEYAN BLVD,ROCKY MOUNT,NC,27803,6,MINERAL METABOLISM,10,-,9,9
BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA,342711,-,101 SOUTH CRAIG STREET,ELIZABETHTOWN,NC,28337,6,MINERAL METABOLISM,No Score,1,9,9
SAMPSON COUNTY HOME TRAINING,342712,-,331 NORTH BLVD,CLINTON,NC,28328,6,MINERAL METABOLISM,No Score,1,9,9
FRESENIUS MEDICAL CARE SOUTHWEST CHARLOTTE,342713,-,14166 STEELE CREEK RD,CHARLOTTE,NC,28275,6,MINERAL METABOLISM,10,-,9,9
NORTH RANDOLPH DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,342714,-,5948 MENDENHALL RD,HIGH POINT,NC,27263,6,MINERAL METABOLISM,10,-,9,9
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342715,-,935 NORTH MAIN STREET,LOUISBURG,NC,27549,6,MINERAL METABOLISM,9,-,9,9
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342716,-,1220 MAGNOLIA VILLAGE WAY,LELAND,NC,28451,6,MINERAL METABOLISM,10,-,9,9
"TOTAL RENAL CARE OF NORTH CAROLINA, LLC",342717,-,3147 S 17TH STREET,WILMINGTON,NC,28412,6,MINERAL METABOLISM,5,-,9,9
"TOTAL RENAL CARE, INC.",342718,-,"4021 STIRRUP CREEK DRIVE, SUITE 400",DURHAM,NC,27703,6,MINERAL METABOLISM,7,-,9,9
"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",342719,-,6646 REGAL OAKS DRIVE,CHARLOTTE,NC,28212,6,MINERAL METABOLISM,8,-,9,9
FRESENIUS MEDICAL CARE - HIGH POINT,342720,-,1320 EASTCHESTER DRIVE,HIGH POINT,NC,27265,6,MINERAL METABOLISM,No Score,"1, 2",9,9
"FMS ENA HOME, LLC",342721,-,122 HOSPITAL DRIVE,TARBORO,NC,27886,6,MINERAL METABOLISM,No Score,"1, 2",9,9
FRESENIUS MEDICAL CARE - TARBORO,342722,-,120 HOSPITAL DRIVE,TARBORO,NC,27886,6,MINERAL METABOLISM,No Score,2,9,9
DUKE UNIVERSITY MEDICAL CENTER DIALYSIS UNIT,343504,340030,PO BOX 2904 1306 MORREENE ROAD,DURHAM,NC,27705,6,MINERAL METABOLISM,10,-,9,9
CHI ST ALEXIUS HEALTH - BISMARCK DIALYSIS,352300,350002,900 E BROADWAY,BISMARCK,ND,58501,11,MINERAL METABOLISM,8,-,9,9
ALTRU HOSPITAL,352302,350019,1200 S COLUMBIA RD,GRAND FORKS,ND,58201,11,MINERAL METABOLISM,9,-,9,9
TRINITY HOSPITAL - ST JOSEPHS,352303,350006,"407 - 3RD STREET SE KIDNEY DIALYSIS, 4TH FLOOR",MINOT,ND,58701,11,MINERAL METABOLISM,10,-,9,9
SANFORD TOM AND FRANCES LEACH BISMARCK DIALYSIS,352304,350015,209 N 7TH ST,BISMARCK,ND,58501,11,MINERAL METABOLISM,10,-,9,9
THREE AFFILIATED TRIBES DIALYSIS,352500,-,9281 HWY 23,NEW TOWN,ND,58763,11,MINERAL METABOLISM,8,-,9,9
THE KIDNEY INSTITUTE OF NORTH DAKOTA,352501,-,1451 - 44TH AVE S SUITE 112D,GRAND FORKS,ND,58201,11,MINERAL METABOLISM,5,-,9,9
DAVITA - FARGO DIALYSIS,352502,-,4474 23RD AVE S SUITE M,FARGO,ND,58104,11,MINERAL METABOLISM,8,-,9,9
AURORA DIALYSIS LLC,352503,-,1451 - 44TH AVE S SUITE 104 D,GRAND FORKS,ND,58201,11,MINERAL METABOLISM,10,-,9,9
DAVITA - OAKES DIALYSIS,352504,-,413 S 7TH ST,OAKES,ND,58474,11,MINERAL METABOLISM,9,-,9,9
CHI ST ALEXIUS HEALTH - DICKINSON DIALYSIS,353501,-,CHI ST JOSEPHS HEALTH 2500 FAIRWAY ST,DICKINSON,ND,58601,11,MINERAL METABOLISM,9,-,9,9
CHI ST ALEXIUS HEALTH - WILLISTON DIALYSIS,353502,-,1301 15TH AVE W,WILLISTON,ND,58801,11,MINERAL METABOLISM,9,-,9,9
TRINITY SAT - BELCOURT DIALYSIS,353503,-,407 3RD ST SE,MINOT,ND,58701,11,MINERAL METABOLISM,10,-,9,9
SANFORD JAMESTOWN DIALYSIS,353504,-,300 2ND AVE NE,JAMESTOWN,ND,58401,11,MINERAL METABOLISM,9,-,9,9
SANFORD FORT YATES DIALYSIS,353505,-,STANDING ROCK HOSP RIVER ROAD,FORT YATES,ND,58538,11,MINERAL METABOLISM,9,-,9,9
ALTRU DIALYSIS SAT AT MERCY HOSP,353506,-,1031 7TH ST NE,DEVILS LAKE,ND,58301,11,MINERAL METABOLISM,10,-,9,9
SANFORD DIALYSIS FARGO,353507,-,2801 UNIVERSITY DR S ROUTE 2005,FARGO,ND,58103,11,MINERAL METABOLISM,10,-,9,9
LIMA MEMORIAL HOSPITAL / DIALYSIS SERVICES,362302,360009,1001 BELLEFONTAINE AVENUE,LIMA,OH,45804,9,MINERAL METABOLISM,9,-,9,9
UNIVERSITY OF TOLEDO MEDICAL CENTER,362306,360048,"3000 ARLINGTON AVE., RM 0239",TOLEDO,OH,43614,9,MINERAL METABOLISM,No Score,1,9,9
MERCY ST. VINCENT DIALYSIS,362314,360112,"2213 CHERRY STREET, HEMODIALYSIS UNIT",TOLEDO,OH,43608,9,MINERAL METABOLISM,No Score,1,9,9
UNIVERSITY HOSPITALS OF CLEVELAND - DIALYSIS,362316,360137,"11100 EUCLID AVENUE, SUITE 2100",CLEVELAND,OH,44106,9,MINERAL METABOLISM,10,-,9,9
CINCINNATI CHILDRENS HOSPITAL MED CTR,362321,363300,"3333 BURNET AVENUE, UNIT - MLC 5008",CINCINNATI,OH,45229,9,MINERAL METABOLISM,No Score,1,9,9
FIRELANDS DIALYSIS CENTER SOUTH,362322,360024,904 PIERCE STREET,SANDUSKY,OH,44870,9,MINERAL METABOLISM,10,-,9,9
THE TOLEDO HOSPITAL DIALYSIS,362323,360068,2142 NORTH COVE BLVD,TOLEDO,OH,43606,9,MINERAL METABOLISM,10,-,9,9
NATIONWIDE CHILDRENS HOSPITAL,362326,360229,700 CHILDRENS DR T6A,COLUMBUS,OH,43205,9,MINERAL METABOLISM,No Score,1,9,9
CHILDRENS HOSPITAL MEDICAL CTR - AKRON,362328,363303,ONE PERKINS SQUARE - DIALYSIS,AKRON,OH,44308,9,MINERAL METABOLISM,No Score,1,9,9
PROMEDICA FOSTORIA COMMUNITY HOSPITAL DIALYSIS CENTER,362339,360099,506 VAN BUREN STREET,FOSTORIA,OH,44830,9,MINERAL METABOLISM,9,-,9,9
FRESENIUS KIDNEY CARE-LIMA,362340,360066,750 W HIGH STREET,LIMA,OH,45801,9,MINERAL METABOLISM,No Score,1,9,9
CLEVELAND CLINIC CHILDRENS HOSP FOR REHABILITATION,362344,363304,2801 MARTIN LUTHER KING JR DR,CLEVELAND,OH,44104,9,MINERAL METABOLISM,No Score,1,9,9
COMMUNITY DIALYSIS CENTER,362500,-,11717 EUCLID AVENUE,CLEVELAND,OH,44106,9,MINERAL METABOLISM,10,-,9,9
FMC - CENTRAL OHIO,362501,-,4661 KARL ROAD,COLUMBUS,OH,43229,9,MINERAL METABOLISM,10,-,9,9
DAVITA - MT AUBURN DIALYSIS,362502,-,2109 READING ROAD,CINCINNATI,OH,45202,9,MINERAL METABOLISM,10,-,9,9
FMC -  AKRON,362503,-,345 BISHOP STREET,AKRON,OH,44307,9,MINERAL METABOLISM,10,-,9,9
DCI - CINCINNATI,362504,-,499 EAST MCMILLAN STREET,CINCINNATI,OH,45206,9,MINERAL METABOLISM,10,-,9,9
COMMUNITY DIALYSIS CENTER,362505,-,8900 TYLER BLVD,MENTOR,OH,44060,9,MINERAL METABOLISM,10,-,9,9
FMC - MANSFIELD KIDNEY CENTER,362508,-,647 BALLY ROW,MANSFIELD,OH,44906,9,MINERAL METABOLISM,10,-,9,9
DAVITA - SOUTHLAND DIALYSIS,362509,-,3401 GLENDALE,TOLEDO,OH,43614,9,MINERAL METABOLISM,6,-,9,9
FMC - DAYTON REGIONAL DIALYSIS - NORTH,362512,-,7211 SHULL ROAD,DAYTON,OH,45424,9,MINERAL METABOLISM,10,-,9,9
FMC - GRANT PARK,362514,-,393 EAST TOWN STREET SUITE 111,COLUMBUS,OH,43215,9,MINERAL METABOLISM,10,-,9,9
DCI - EAST LIVERPOOL,362516,-,325 WEST 6TH STREET,EAST LIVERPOOL,OH,43920,9,MINERAL METABOLISM,10,-,9,9
DAVITA ZANESVILLE DIALYSIS,362518,-,3120 NEWARK ROAD,ZANESVILLE,OH,43701,9,MINERAL METABOLISM,7,-,9,9
DAVITA - BLUE ASH DIALYSIS,362519,-,10600 MCKINLEY ROAD,CINCINNATI,OH,45242,9,MINERAL METABOLISM,9,-,9,9
FMC - CENTRAL OHIO EAST,362520,-,4039 EAST BROAD STREET,COLUMBUS,OH,43213,9,MINERAL METABOLISM,10,-,9,9
FMC - AKRON CANTON KIDNEY CENTER,362521,-,1565 CORPORATE WOODS PKWY,UNIONTOWN,OH,44685,9,MINERAL METABOLISM,10,-,9,9
DAVITA - EASTGATE DIALYSIS,362522,-,"4435 AICHOLTZ ROAD, SUITE 800A",CINCINNATI,OH,45245,9,MINERAL METABOLISM,8,-,9,9
FMC- AUSTINTOWN,362523,-,139 JAVIT COURT,AUSTINTOWN,OH,44515,9,MINERAL METABOLISM,10,-,9,9
DAVITA DIALYSIS CENTERS OF DAYTON EAST,362524,-,1431 BUSINESS CENTER COURT,DAYTON,OH,45410,9,MINERAL METABOLISM,5,-,9,9
US RENAL CARE - TALMADGE ROAD HOME DIALYSIS,362526,-,4447 TALMADGE RD SUITE E,TOLEDO,OH,43623,9,MINERAL METABOLISM,4,-,9,9
"FMC - DAYTON REGIONAL DIALYSIS-SOUTH,INC",362528,-,"7700 WASHINGTON VILLAGE DRIVE, SUITE 100",DAYTON,OH,45459,9,MINERAL METABOLISM,10,-,9,9
FMC- DIALYSIS & NEPHROLOGY ASSOC OF NE OHIO,362529,-,1050 NORTH ABBE ROAD,ELYRIA,OH,44035,9,MINERAL METABOLISM,No Score,1,9,9
DCI - FOREST PARK,362530,-,1075 KEMPER MEADOW DR,CINCINNATI,OH,45240,9,MINERAL METABOLISM,10,-,9,9
FMC - WAYNE COUNTY KIDNEY CENTER,362531,-,387 WEST MILLTOWN RD,WOOSTER,OH,44691,9,MINERAL METABOLISM,10,-,9,9
FMC - PORTSMOUTH,362534,-,1648 11TH STREET,PORTSMOUTH,OH,45662,9,MINERAL METABOLISM,10,-,9,9
FMC - PORTAGE COUNTY KIDNEY CENTER,362537,-,401 DEVON PLACE STE 100,KENT,OH,44240,9,MINERAL METABOLISM,10,-,9,9
FMC - NORWALK,362539,-,290 BENEDICT AVENUE,NORWALK,OH,44857,9,MINERAL METABOLISM,10,-,9,9
DAVITA - HOME DIALYSIS OF DAYTON SOUTH,362541,-,3030 S DIXIE DRIVE,KETTERING,OH,45409,9,MINERAL METABOLISM,8,-,9,9
DAVITA - HOME DIALYSIS OF DAYTON,362542,-,"627 S. EDWIN C. MOSES BLVD, SUITE 2B",DAYTON,OH,45417,9,MINERAL METABOLISM,5,-,9,9
DAVITA - COLUMBUS DIALYSIS,362543,-,226 GRACELAND BLVD. - SUITE 3-09A,COLUMBUS,OH,43214,9,MINERAL METABOLISM,9,-,9,9
FMC - REGIONAL DIALYSIS CTR OF WILLIAMS COUNTY,362545,-,537 WEST HIGH STREET,BRYAN,OH,43506,9,MINERAL METABOLISM,10,-,9,9
DAVITA - MAUMEE BAY DIALYSIS,362547,-,3310 DUSTIN DRIVE,OREGON,OH,43616,9,MINERAL METABOLISM,10,-,9,9
FMC - HEART OF OHIO DIALYSIS CTR,362549,-,1730 MARION-WALDO RD,MARION,OH,43302,9,MINERAL METABOLISM,10,-,9,9
DAVITA - WILLOW DIALYSIS CENTER,362551,-,1675 ALEX DRIVE,WILMINGTON,OH,45177,9,MINERAL METABOLISM,9,-,9,9
FMC - CLAYTON TAYLOR,362552,-,730 TAYLOR AVENUE,COLUMBUS,OH,43219,9,MINERAL METABOLISM,10,-,9,9
"NEPHROLOGY ASSOCIATES OF CLEVELAND, LTD.",362553,-,18720 CHAGRIN BLVD,SHAKER HEIGHTS,OH,44122,9,MINERAL METABOLISM,10,-,9,9
DAVITA - ASHTABULA DIALYSIS,362554,-,1614 WEST 19TH STREET,ASHTABULA,OH,44004,9,MINERAL METABOLISM,9,-,9,9
FMC - SUBURBAN HOME DIALYSIS,362556,-,"20050 HARVARD RD., SUITE 103",WARRENSVILLE HEIGHTS,OH,44122,9,MINERAL METABOLISM,No Score,1,9,9
FMC - CIRCLEVILLE DIALYSIS,362557,-,790 NORTH COURT STREET,CIRCLEVILLE,OH,43113,9,MINERAL METABOLISM,10,-,9,9
FMC - WARREN,362558,-,2100 MILLENIUM BLVD,CORTLAND,OH,44410,9,MINERAL METABOLISM,10,-,9,9
FMC - YOUNGSTOWN,362559,-,1340 BELMONT AVENUE,YOUNGSTOWN,OH,44504,9,MINERAL METABOLISM,10,-,9,9
DAVITA - SHAKER SQUARE DIALYSIS,362560,-,"12800 SHAKER BLVD, STE. 1",CLEVELAND,OH,44120,9,MINERAL METABOLISM,9,-,9,9
BELMONT DIALYSIS AT CRESTVIEW,362561,-,68639 BANNOCK ROAD,SAINT CLAIRSVILLE,OH,43950,9,MINERAL METABOLISM,10,-,9,9
FMC - SALEM SOUTH,362562,-,2345 EAST PERSHING STREET,SALEM,OH,44460,9,MINERAL METABOLISM,10,-,9,9
DAVITA - MARIETTA DIALYSIS,362563,-,1019 PIKE STREET,MARIETTA,OH,45750,9,MINERAL METABOLISM,9,-,9,9
COMMUNITY DIALYSIS CENTER,362564,-,222 EAST BEECH STREET,JEFFERSON,OH,44047,9,MINERAL METABOLISM,8,-,9,9
FMC - MAD RIVER DIALYSIS CTR,362566,-,130  DOWELL AVENUE,BELLEFONTAINE,OH,43311,9,MINERAL METABOLISM,10,-,9,9
COMMUNITY DIALYSIS CENTER,362567,-,3330 WEST 25TH,CLEVELAND,OH,44109,9,MINERAL METABOLISM,10,-,9,9
FMC - CLEVELAND CLINIC WEST,362568,-,14670 SNOW ROAD,BROOKPARK,OH,44142,9,MINERAL METABOLISM,9,-,9,9
FMC - CLEVELAND CLINIC EAST,362569,-,2429 MARTIN LUTHER KING JR. BLVD.,CLEVELAND,OH,44104,9,MINERAL METABOLISM,10,-,9,9
FMC - OHIO RENAL CARE GROUP HOME DIALYSIS PROGRAM,362570,-,2429 MARTIN LUTHER KING JR. DRIVE 2ND FLOOR,CLEVELAND,OH,44120,9,MINERAL METABOLISM,10,-,9,9
FMC - DIALYSIS SPECIALISTS OF MARIETTA,362571,-,14-16 ACME STREET,MARIETTA,OH,45750,9,MINERAL METABOLISM,10,-,9,9
DAVITA - MIDDLEBURG HEIGHTS DIALYSIS,362572,-,7360 ENGLE ROAD,MIDDLEBURG HEIGHTS,OH,44130,9,MINERAL METABOLISM,9,-,9,9
FMC - DIALYSIS SPECIALISTS OF FAIRFIELD,362576,-,4750 DIXIE HWY,FAIRFIELD,OH,45014,9,MINERAL METABOLISM,9,-,9,9
"NEPHROLOGY ASSOCIATES OF CLEVELAND, LTD.",362577,-,25301 EUCLID AVENUE,EUCLID,OH,44117,9,MINERAL METABOLISM,10,-,9,9
"CENTER FOR DIALYSIS CARE HOME CARE, LTD.",362578,-,25301 EUCLID AVENUE,EUCLID,OH,44117,9,MINERAL METABOLISM,0,-,9,9
FMC - HOCKING HILLS DIALYSIS CENTER,362579,-,1550 SHERIDAN DRIVE STE 306,LANCASTER,OH,43130,9,MINERAL METABOLISM,10,-,9,9
FMC - TUSCARAWAS COUNTY KIDNEY CENTER,362580,-,1260 MONROE AVE NW STE 41T,NEW PHILADELPHIA,OH,44663,9,MINERAL METABOLISM,10,-,9,9
FMC - MEDINA COUNTY KIDNEY CENTER,362581,-,3995 MEDINA ROAD #150,MEDINA,OH,44256,9,MINERAL METABOLISM,10,-,9,9
"NEPHROLOGY ASSOCIATES OF CLEVELAND, LTD.",362582,-,4877 GALAXY PARKWAY SUITE A,WARRENSVILLE HEIGHTS,OH,44128,9,MINERAL METABOLISM,10,-,9,9
FMC - CRAWFORD COUNTY KIDNEY CENTER,362583,-,701 TIFFIN STREET,BUCYRUS,OH,44820,9,MINERAL METABOLISM,10,-,9,9
US RENAL CARE NORTHWEST OHIO DIALYSIS,362584,-,3829 WOODLEY ROAD SUITE C-12,TOLEDO,OH,43606,9,MINERAL METABOLISM,8,-,9,9
FMC - DIALYSIS SPECIALISTS OF NORTHEAST OHIO,362585,-,1070 ABBE ROAD NORTH,ELYRIA,OH,44035,9,MINERAL METABOLISM,10,-,9,9
DAVITA - SWAN CREEK DIALYSIS,362587,-,5201 AIRPORT HIGHWAY,TOLEDO,OH,43615,9,MINERAL METABOLISM,8,-,9,9
FMC - ELYRIA RENAL CARE GROUP,362589,-,5316 HOAG DRIVE  H MCDONALD DIALYSIS CTR,ELYRIA,OH,44035,9,MINERAL METABOLISM,10,-,9,9
FMC - OHIO RENAL CARE GROUP-NORTH RANDALL,362590,-,4750 NORTHFIELD ROAD,NORTH RANDALL,OH,44128,9,MINERAL METABOLISM,10,-,9,9
FMC - FARNSWORTH DIALYSIS,362591,-,3280 W 25TH ST,CLEVELAND,OH,44109,9,MINERAL METABOLISM,10,-,9,9
DAVITA - MIDWEST SPRINGFIELD DIALYSIS,362592,-,2200 N LIMESTONE STREET SUITE 104,SPRINGFIELD,OH,45503,9,MINERAL METABOLISM,10,-,9,9
DAVITA SOUTHWEST OHIO DIALYSIS,362594,-,215 SOUTH ALLISON AVENUE,XENIA,OH,45385,9,MINERAL METABOLISM,9,-,9,9
DAVITA - DAYTON NORTH DIALYSIS,362595,-,455 TURNER ROAD,DAYTON,OH,45415,9,MINERAL METABOLISM,9,-,9,9
FMC -  SIDNEY DIALYSIS,362597,-,1015 FAIR ROAD,SIDNEY,OH,45365,9,MINERAL METABOLISM,8,-,9,9
FMC - KNOX COUNTY KIDNEY CENTER,362599,-,14 WOOD LAKE TRAIL,MOUNT VERNON,OH,43050,9,MINERAL METABOLISM,10,-,9,9
DAVITA BELDEN COMMUNITY DIALYSIS,362600,-,4685 FULTON ROAD NW,CANTON,OH,44718,9,MINERAL METABOLISM,8,-,9,9
DAVITA - FAIRFIELD DIALYSIS,362602,-,1210 HICKS BLVD,FAIRFIELD,OH,45014,9,MINERAL METABOLISM,10,-,9,9
CENTER FOR DIALYSIS CARE AT HEATHER HILL,362603,-,12340 BASSLAKE ROAD,HEATHER HILL,OH,44024,9,MINERAL METABOLISM,10,-,9,9
FMC- ARROWHEAD DIALYSIS CENTER,362604,-,322 W DUSSEL DRIVE,MAUMEE,OH,43537,9,MINERAL METABOLISM,10,-,9,9
FMC - TOLEDO CENTRAL DIALYSIS,362607,-,"3100 WEST CENTRAL AVENUE, SUITE 100",TOLEDO,OH,43606,9,MINERAL METABOLISM,10,-,9,9
